# x, y
-4.832018613815307617e-01 6.191657781600952148e-01 8.483349379662159795e-02 -6.295769768521708443e-01
3.358010053634643555e-01 7.099915146827697754e-01 4.545840632199719261e-02 -9.881920507928541875e-02
-6.583402156829833984e-01 4.282971918582916260e-01 -1.784208139924662595e-01 -7.325334185534649878e-01
-6.635465025901794434e-01 4.201860725879669189e-01 -1.869750631240433281e-01 -7.344824070783353420e-01
-7.806127071380615234e-01 -8.656845241785049438e-02 -3.850742835209685078e-01 -7.589872127660806100e-01
3.358011841773986816e-01 -7.099914550781250000e-01 4.545820111962445287e-02 -9.881930602767947935e-02
-4.201859533786773682e-01 -6.635465621948242188e-01 1.636719032399825413e-01 -5.776359390370587876e-01
7.180186510086059570e-01 3.182758092880249023e-01 -6.564120061765973402e-01 -6.926480510923297418e-01
7.832701206207275391e-01 5.777747556567192078e-02 -7.856563556671951609e-01 -8.892835352298842366e-01
5.274411439895629883e-01 5.819417238235473633e-01 -2.814810384272743993e-01 -2.837753704177778946e-01
1.908361464738845825e-01 7.618607878684997559e-01 2.288137059718644561e-01 -8.325708097164502552e-02
7.457577586174011230e-01 -2.463648915290832520e-01 -7.116439918883664673e-01 -7.726145032412746749e-01
7.768974304199218750e-01 1.152418404817581177e-01 -7.731560407745137198e-01 -8.687692564575111298e-01
-7.816162705421447754e-01 7.698244601488113403e-02 -3.868010017027116998e-01 -7.590320916790617156e-01
7.515792846679687500e-01 -2.279888391494750977e-01 -7.231905277520023212e-01 -7.900758420720954689e-01
-7.569479346275329590e-01 2.094756960868835449e-01 -3.444257067927224969e-01 -7.570989267384475863e-01
4.037754237651824951e-01 -6.736584305763244629e-01 -6.135935166684156061e-02 -1.408761348403461400e-01
-1.927463151514530182e-02 7.851616144180297852e-01 3.643122399137123657e-01 -1.959944640537751581e-01
1.927470043301582336e-02 -7.851616144180297852e-01 3.519885623734251845e-01 -1.664268734308180508e-01
7.703069448471069336e-01 1.532235890626907349e-01 -7.601939708522420514e-01 -8.478532921595952621e-01
3.617062568664550781e-01 6.971505880355834961e-01 6.140939301466723753e-03 -1.119950003520739507e-01
5.819416642189025879e-01 -5.274412035942077637e-01 -3.861030176839131411e-01 -3.763245289815366768e-01
5.056641697883605957e-01 -6.009609699249267578e-01 -2.407576641053464639e-01 -2.520061526474260405e-01
-7.327708601951599121e-01 2.826609313488006592e-01 -3.031068997477757154e-01 -7.535395451456696758e-01
-6.009609103202819824e-01 -5.056642293930053711e-01 -8.641495898129436526e-02 -7.065164050251402372e-01
-7.099915742874145508e-01 3.358009755611419678e-01 -2.644716119785273656e-01 -7.487006280234441702e-01
7.853390574455261230e-01 9.638044051826000214e-03 -7.897071523941001647e-01 -8.960048539923604061e-01
7.839201688766479492e-01 4.816119745373725891e-02 -7.869294783466045384e-01 -8.913921011073429046e-01
-5.688223838806152344e-01 5.415638685226440430e-01 -3.704025670248640989e-02 -6.884788458758742680e-01
-7.569479346275329590e-01 -2.094758301973342896e-01 -3.444256271750269494e-01 -7.570988410614897246e-01
-7.543203830718994141e-01 2.187488526105880737e-01 -3.399227668893774479e-01 -7.567915183963302983e-01
-4.982513785362243652e-01 -6.071209907531738281e-01 6.455415313701072522e-02 -6.409820092879965348e-01
1.342731863260269165e-01 -7.738353013992309570e-01 2.814178372555171670e-01 -1.004204226068422939e-01
