# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.161223173141479492e-01 1.436668783426284790e-01 1.858970522880554199e+00 1.981570273637771606e-01 8.188398182392120361e-02 3.843351900577545166e-01 8.729743957519531250e-01 1.434779167175292969e-01 1.858970761299133301e+00 1.981570273637771606e-01 8.188397437334060669e-02 3.843351900577545166e-01 1.200380588152458516e+00
1.000000000000000000e+03 1.765244752168655396e-01 1.982677914202213287e-02 7.324722409248352051e-02 8.297757804393768311e-02 1.135643385350704193e-02 1.321775466203689575e-02 2.121393829584121704e-01 2.056807093322277069e-02 7.324721664190292358e-02 8.297757059335708618e-02 1.135645154863595963e-02 1.321773789823055267e-02 1.063488342845918311e+00
2.000000000000000000e+03 1.022009924054145813e-01 8.603412657976150513e-02 2.715894021093845367e-02 2.928856573998928070e-02 2.031219936907291412e-02 2.917212247848510742e-02 1.155295893549919128e-01 9.093139320611953735e-02 2.715894207358360291e-02 2.928856201469898224e-02 2.031220681965351105e-02 2.917211875319480896e-02 1.040525546727098849e+00
3.000000000000000000e+03 4.974045231938362122e-02 4.017685353755950928e-02 1.236337516456842422e-02 1.729288324713706970e-02 1.910757273435592651e-03 9.660501033067703247e-03 5.829085782170295715e-02 4.573081433773040771e-02 1.236337423324584961e-02 1.729288697242736816e-02 1.910755061544477940e-03 9.660501033067703247e-03 8.846422221825450682e-01
4.000000000000000000e+03 1.376370154321193695e-02 1.349031366407871246e-02 1.721007167361676693e-03 3.607945982366800308e-03 9.009786299429833889e-04 2.053077798336744308e-03 1.480851043015718460e-02 1.476776506751775742e-02 1.721009495668113232e-03 3.607942489907145500e-03 9.009765344671905041e-04 2.053072210401296616e-03 4.076635285916266893e-01
5.000000000000000000e+03 2.324288710951805115e-03 4.029148723930120468e-03 2.616904675960540771e-04 4.311260709073394537e-04 3.262115933466702700e-04 3.585210361052304506e-04 2.490656450390815735e-03 4.160347394645214081e-03 2.616901765577495098e-04 4.311255179345607758e-04 3.262162208557128906e-04 3.585196682251989841e-04 1.267614806064365496e-01
6.000000000000000000e+03 7.180872838944196701e-03 4.549952689558267593e-03 2.997259143739938736e-04 1.598537492100149393e-04 1.048530219122767448e-03 2.038276754319667816e-03 6.700234953314065933e-03 4.851045086979866028e-03 2.997269039042294025e-04 1.598551898496225476e-04 1.048526261001825333e-03 2.038277685642242432e-03 1.036637676492411925e-01
7.000000000000000000e+03 4.943234380334615707e-04 1.073461957275867462e-03 4.649342736229300499e-05 5.604582474916242063e-05 2.525152813177555799e-04 4.804064155905507505e-05 5.835811607539653778e-04 1.242649625055491924e-03 4.649344919016584754e-05 5.604594116448424757e-05 2.525156305637210608e-04 4.804025229532271624e-05 7.432439073413180108e-02
8.000000000000000000e+03 5.921470583416521549e-04 4.852121346630156040e-04 4.734727917821146548e-05 2.368038803979288787e-05 3.351409031893126667e-05 6.744870916008949280e-05 5.487702437676489353e-04 6.125189247541129589e-04 4.734733010991476476e-05 2.368020977883134037e-05 3.351374471094459295e-05 6.744882557541131973e-05 7.040800835484643805e-02
9.000000000000000000e+03 4.950228147208690643e-03 7.146734278649091721e-03 2.241385082015767694e-04 1.581551623530685902e-04 2.504506381228566170e-03 8.020845707505941391e-04 4.246402066200971603e-03 7.222964428365230560e-03 2.241396578028798103e-04 1.581545948283746839e-04 2.504512201994657516e-03 8.020849782042205334e-04 9.560101408856737371e-02
1.000000000000000000e+04 3.552286652848124504e-03 2.386961365118622780e-03 2.270319964736700058e-04 4.872707722824998200e-05 3.804419829975813627e-04 4.793215193785727024e-04 2.141354605555534363e-03 1.871839747764170170e-03 2.270304830744862556e-04 4.872751014772802591e-05 3.804442530963569880e-04 4.793225671164691448e-04 7.813419878688850073e-02
