# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.194171547889709473e+00 1.691706657409667969e+00 1.831977844238281250e+00 2.686382234096527100e-01 8.286381959915161133e-01 3.841038942337036133e-01 1.163914918899536133e+00 1.645411014556884766e+00 1.831977844238281250e+00 2.686382234096527100e-01 8.286381959915161133e-01 3.841038942337036133e-01 1.464411211779378164e+00
1.000000000000000000e+03 1.734573096036911011e-01 2.739849314093589783e-02 8.531226962804794312e-02 1.088385283946990967e-01 1.049044448882341385e-02 1.238736603409051895e-02 2.121321409940719604e-01 2.772137522697448730e-02 8.531226217746734619e-02 1.088385283946990967e-01 1.049044076353311539e-02 1.238736975938081741e-02 1.037989252006213059e+00
2.000000000000000000e+03 7.788942754268646240e-02 7.336384803056716919e-02 1.833197847008705139e-02 2.837188169360160828e-02 1.957315206527709961e-02 1.161085441708564758e-02 9.325664490461349487e-02 8.328107744455337524e-02 1.833198405802249908e-02 2.837188169360160828e-02 1.957313902676105499e-02 1.161084510385990143e-02 9.595313942762444537e-01
3.000000000000000000e+03 3.268954902887344360e-02 3.244949877262115479e-02 7.052138913422822952e-03 1.186101511120796204e-02 2.108550863340497017e-03 7.410460151731967926e-03 3.792671486735343933e-02 3.738409280776977539e-02 7.052135188132524490e-03 1.186101697385311127e-02 2.108549000695347786e-03 7.410451769828796387e-03 7.572467274108242163e-01
4.000000000000000000e+03 5.117981880903244019e-02 3.320579230785369873e-02 1.133492449298501015e-03 2.169019076973199844e-03 8.131447248160839081e-03 1.504934020340442657e-02 5.121670290827751160e-02 3.377838432788848877e-02 1.133495592512190342e-03 2.169017214328050613e-03 8.131443522870540619e-03 1.504934951663017273e-02 3.824127839432638898e-01
5.000000000000000000e+03 3.919750917702913284e-03 3.620860166847705841e-03 2.529181074351072311e-04 2.923741703853011131e-04 4.353123076725751162e-04 6.515862187370657921e-04 4.186345729976892471e-03 4.144151695072650909e-03 2.529185148887336254e-04 2.923736174125224352e-04 4.353148397058248520e-04 6.515865097753703594e-04 1.305412622872803019e-01
6.000000000000000000e+03 2.887819893658161163e-03 5.172827281057834625e-03 8.359590719919651747e-05 1.713858509901911020e-04 1.230299589224159718e-03 9.273889590986073017e-04 3.095828229561448097e-03 5.558913573622703552e-03 8.359636558452621102e-05 1.713847741484642029e-04 1.230307389050722122e-03 9.273893665522336960e-04 9.700790940065057155e-02
7.000000000000000000e+03 8.148615597747266293e-04 2.581759355962276459e-03 2.854686499631498009e-05 7.919303607195615768e-05 8.446649881079792976e-04 1.851365523179993033e-04 9.658853523433208466e-04 2.962577855214476585e-03 2.854700505849905312e-05 7.919281051727011800e-05 8.446638821624219418e-04 1.851352426456287503e-04 8.027673045261733697e-02
8.000000000000000000e+03 2.819042094051837921e-02 3.252500435337424278e-03 6.338173407129943371e-04 1.110669982153922319e-04 5.947870085947215557e-04 1.088558416813611984e-02 2.784422039985656738e-02 3.236930584535002708e-03 6.338187376968562603e-04 1.110664088628254831e-04 5.947868339717388153e-04 1.088559906929731369e-02 1.346766349483109748e-01
9.000000000000000000e+03 1.814052346162497997e-03 1.699937973171472549e-03 2.134546048182528466e-05 4.094708492630161345e-05 4.156398063059896231e-04 2.778130001388490200e-04 1.807112246751785278e-03 1.862622564658522606e-03 2.134525493602268398e-05 4.094741234439425170e-05 4.156412032898515463e-04 2.778139023575931787e-04 7.836788037359135317e-02
1.000000000000000000e+04 1.010653213597834110e-03 2.743482764344662428e-04 1.608537604624871165e-05 1.175481065729400143e-05 3.482742613414302468e-05 2.163043682230636477e-04 9.789976757019758224e-04 4.120837256778031588e-04 1.608532511454541236e-05 1.175482520920922980e-05 3.482812462607398629e-05 2.163044118788093328e-04 7.050848984777759176e-02
