Iter,Loss
2.070000000000000000e+02,1.364002418518066406e+01
2.080000000000000000e+02,1.351118659973144531e+01
2.090000000000000000e+02,1.338437080383300781e+01
2.100000000000000000e+02,1.325954627990722656e+01
2.110000000000000000e+02,1.313669395446777344e+01
2.120000000000000000e+02,1.301577949523925781e+01
2.130000000000000000e+02,1.289678192138671875e+01
2.140000000000000000e+02,1.277967262268066406e+01
2.150000000000000000e+02,1.266442871093750000e+01
2.160000000000000000e+02,1.255102539062500000e+01
2.170000000000000000e+02,1.243943691253662109e+01
2.180000000000000000e+02,1.232963752746582031e+01
2.190000000000000000e+02,1.222160243988037109e+01
2.200000000000000000e+02,1.211530780792236328e+01
2.210000000000000000e+02,1.201073265075683594e+01
2.220000000000000000e+02,1.190785026550292969e+01
2.230000000000000000e+02,1.180663871765136719e+01
2.240000000000000000e+02,1.170707321166992188e+01
2.250000000000000000e+02,1.160913181304931641e+01
2.260000000000000000e+02,1.151278877258300781e+01
2.270000000000000000e+02,1.141802597045898438e+01
2.280000000000000000e+02,1.132481861114501953e+01
2.290000000000000000e+02,1.123314285278320312e+01
2.300000000000000000e+02,1.114298152923583984e+01
2.310000000000000000e+02,1.105430603027343750e+01
2.320000000000000000e+02,1.096710014343261719e+01
2.330000000000000000e+02,1.088134002685546875e+01
2.340000000000000000e+02,1.079700756072998047e+01
2.350000000000000000e+02,1.071407985687255859e+01
2.360000000000000000e+02,1.063253688812255859e+01
2.370000000000000000e+02,1.055235481262207031e+01
2.380000000000000000e+02,1.047351837158203125e+01
2.390000000000000000e+02,1.039600372314453125e+01
2.400000000000000000e+02,1.031979370117187500e+01
2.410000000000000000e+02,1.024486732482910156e+01
2.420000000000000000e+02,1.017120647430419922e+01
2.430000000000000000e+02,1.009878921508789062e+01
2.440000000000000000e+02,1.002760028839111328e+01
2.450000000000000000e+02,9.957618713378906250e+00
2.460000000000000000e+02,9.888826370239257812e+00
2.470000000000000000e+02,9.821204185485839844e+00
2.480000000000000000e+02,9.754734039306640625e+00
2.490000000000000000e+02,9.689399719238281250e+00
2.500000000000000000e+02,9.625183105468750000e+00
2.510000000000000000e+02,9.562066078186035156e+00
2.520000000000000000e+02,9.500030517578125000e+00
2.530000000000000000e+02,9.439059257507324219e+00
2.540000000000000000e+02,9.379137992858886719e+00
2.550000000000000000e+02,9.320246696472167969e+00
2.560000000000000000e+02,9.262371063232421875e+00
2.570000000000000000e+02,9.205495834350585938e+00
2.580000000000000000e+02,9.149600982666015625e+00
2.590000000000000000e+02,9.094673156738281250e+00
2.600000000000000000e+02,9.040696144104003906e+00
2.610000000000000000e+02,8.987655639648437500e+00
2.620000000000000000e+02,8.935535430908203125e+00
2.630000000000000000e+02,8.884317398071289062e+00
2.640000000000000000e+02,8.833991050720214844e+00
2.650000000000000000e+02,8.784540176391601562e+00
2.660000000000000000e+02,8.735949516296386719e+00
2.670000000000000000e+02,8.688205718994140625e+00
2.680000000000000000e+02,8.641294479370117188e+00
2.690000000000000000e+02,8.595198631286621094e+00
2.700000000000000000e+02,8.549906730651855469e+00
2.710000000000000000e+02,8.505407333374023438e+00
2.720000000000000000e+02,8.461682319641113281e+00
2.730000000000000000e+02,8.418722152709960938e+00
2.740000000000000000e+02,8.376512527465820312e+00
2.750000000000000000e+02,8.335041046142578125e+00
2.760000000000000000e+02,8.294293403625488281e+00
2.770000000000000000e+02,8.254257202148437500e+00
2.780000000000000000e+02,8.214921951293945312e+00
2.790000000000000000e+02,8.176273345947265625e+00
2.800000000000000000e+02,8.138299942016601562e+00
2.810000000000000000e+02,8.100990295410156250e+00
2.820000000000000000e+02,8.064331054687500000e+00
2.830000000000000000e+02,8.028311729431152344e+00
2.840000000000000000e+02,7.992921352386474609e+00
2.850000000000000000e+02,7.958148002624511719e+00
2.860000000000000000e+02,7.923979759216308594e+00
2.870000000000000000e+02,7.890408515930175781e+00
2.880000000000000000e+02,7.857421875000000000e+00
2.890000000000000000e+02,7.825007915496826172e+00
2.900000000000000000e+02,7.793158531188964844e+00
2.910000000000000000e+02,7.761859893798828125e+00
2.920000000000000000e+02,7.731106281280517578e+00
2.930000000000000000e+02,7.700883865356445312e+00
2.940000000000000000e+02,7.671185016632080078e+00
2.950000000000000000e+02,7.641999721527099609e+00
2.960000000000000000e+02,7.613316535949707031e+00
2.970000000000000000e+02,7.585129261016845703e+00
2.980000000000000000e+02,7.557425498962402344e+00
2.990000000000000000e+02,7.530198574066162109e+00
3.000000000000000000e+02,7.503437995910644531e+00
3.010000000000000000e+02,7.477136611938476562e+00
3.020000000000000000e+02,7.451283931732177734e+00
3.030000000000000000e+02,7.425870895385742188e+00
3.040000000000000000e+02,7.400891780853271484e+00
3.050000000000000000e+02,7.376334190368652344e+00
3.060000000000000000e+02,7.352193832397460938e+00
3.070000000000000000e+02,7.328462123870849609e+00
3.080000000000000000e+02,7.305128574371337891e+00
3.090000000000000000e+02,7.282187938690185547e+00
3.100000000000000000e+02,7.259630680084228516e+00
3.110000000000000000e+02,7.237451076507568359e+00
3.120000000000000000e+02,7.215641498565673828e+00
3.130000000000000000e+02,7.194193840026855469e+00
3.140000000000000000e+02,7.173101425170898438e+00
3.150000000000000000e+02,7.152357101440429688e+00
3.160000000000000000e+02,7.131953716278076172e+00
3.170000000000000000e+02,7.111883640289306641e+00
3.180000000000000000e+02,7.092141628265380859e+00
3.190000000000000000e+02,7.072721958160400391e+00
3.200000000000000000e+02,7.053616523742675781e+00
3.210000000000000000e+02,7.034818649291992188e+00
3.220000000000000000e+02,7.016324043273925781e+00
3.230000000000000000e+02,6.998125076293945312e+00
3.240000000000000000e+02,6.980216026306152344e+00
3.250000000000000000e+02,6.962591171264648438e+00
3.260000000000000000e+02,6.945244789123535156e+00
3.270000000000000000e+02,6.928170204162597656e+00
3.280000000000000000e+02,6.911364555358886719e+00
3.290000000000000000e+02,6.894818305969238281e+00
3.300000000000000000e+02,6.878528594970703125e+00
3.310000000000000000e+02,6.862491130828857422e+00
3.320000000000000000e+02,6.846698760986328125e+00
3.330000000000000000e+02,6.831146240234375000e+00
3.340000000000000000e+02,6.815829753875732422e+00
3.350000000000000000e+02,6.800743103027343750e+00
3.360000000000000000e+02,6.785883903503417969e+00
3.370000000000000000e+02,6.771244525909423828e+00
3.380000000000000000e+02,6.756822586059570312e+00
3.390000000000000000e+02,6.742612838745117188e+00
3.400000000000000000e+02,6.728609085083007812e+00
3.410000000000000000e+02,6.714808464050292969e+00
3.420000000000000000e+02,6.701208591461181641e+00
3.430000000000000000e+02,6.687802791595458984e+00
3.440000000000000000e+02,6.674585342407226562e+00
3.450000000000000000e+02,6.661556720733642578e+00
3.460000000000000000e+02,6.648710250854492188e+00
3.470000000000000000e+02,6.636041164398193359e+00
3.480000000000000000e+02,6.623548984527587891e+00
3.490000000000000000e+02,6.611225605010986328e+00
3.500000000000000000e+02,6.599071025848388672e+00
3.510000000000000000e+02,6.587080001831054688e+00
3.520000000000000000e+02,6.575248241424560547e+00
3.530000000000000000e+02,6.563575267791748047e+00
3.540000000000000000e+02,6.552054405212402344e+00
3.550000000000000000e+02,6.540683746337890625e+00
3.560000000000000000e+02,6.529460906982421875e+00
3.570000000000000000e+02,6.518380641937255859e+00
3.580000000000000000e+02,6.507442474365234375e+00
3.590000000000000000e+02,6.496641159057617188e+00
3.600000000000000000e+02,6.485974311828613281e+00
3.610000000000000000e+02,6.475438117980957031e+00
3.620000000000000000e+02,6.465031147003173828e+00
3.630000000000000000e+02,6.454751014709472656e+00
3.640000000000000000e+02,6.444593906402587891e+00
3.650000000000000000e+02,6.434557437896728516e+00
3.660000000000000000e+02,6.424638271331787109e+00
3.670000000000000000e+02,6.414836406707763672e+00
3.680000000000000000e+02,6.405146121978759766e+00
3.690000000000000000e+02,6.395565986633300781e+00
3.700000000000000000e+02,6.386094570159912109e+00
3.710000000000000000e+02,6.376729011535644531e+00
3.720000000000000000e+02,6.367465972900390625e+00
3.730000000000000000e+02,6.358303546905517578e+00
3.740000000000000000e+02,6.349240779876708984e+00
3.750000000000000000e+02,6.340276241302490234e+00
3.760000000000000000e+02,6.331403732299804688e+00
3.770000000000000000e+02,6.322625160217285156e+00
3.780000000000000000e+02,6.313937187194824219e+00
3.790000000000000000e+02,6.305338382720947266e+00
3.800000000000000000e+02,6.296825885772705078e+00
3.810000000000000000e+02,6.288398265838623047e+00
3.820000000000000000e+02,6.280053615570068359e+00
3.830000000000000000e+02,6.271790504455566406e+00
3.840000000000000000e+02,6.263605117797851562e+00
3.850000000000000000e+02,6.255499362945556641e+00
3.860000000000000000e+02,6.247468948364257812e+00
3.870000000000000000e+02,6.239512920379638672e+00
3.880000000000000000e+02,6.231629848480224609e+00
3.890000000000000000e+02,6.223817825317382812e+00
3.900000000000000000e+02,6.216075420379638672e+00
3.910000000000000000e+02,6.208400726318359375e+00
3.920000000000000000e+02,6.200794219970703125e+00
3.930000000000000000e+02,6.193253040313720703e+00
3.940000000000000000e+02,6.185774326324462891e+00
3.950000000000000000e+02,6.178359031677246094e+00
3.960000000000000000e+02,6.171005249023437500e+00
3.970000000000000000e+02,6.163710594177246094e+00
3.980000000000000000e+02,6.156475543975830078e+00
3.990000000000000000e+02,6.149297237396240234e+00
4.000000000000000000e+02,6.142175674438476562e+00
4.010000000000000000e+02,6.135108947753906250e+00
4.020000000000000000e+02,6.128096580505371094e+00
4.030000000000000000e+02,6.121136665344238281e+00
4.040000000000000000e+02,6.114229202270507812e+00
4.050000000000000000e+02,6.107371807098388672e+00
4.060000000000000000e+02,6.100563526153564453e+00
4.070000000000000000e+02,6.093804836273193359e+00
4.080000000000000000e+02,6.087093353271484375e+00
4.090000000000000000e+02,6.080428600311279297e+00
4.100000000000000000e+02,6.073809623718261719e+00
4.110000000000000000e+02,6.067235946655273438e+00
4.120000000000000000e+02,6.060706138610839844e+00
4.130000000000000000e+02,6.054218769073486328e+00
4.140000000000000000e+02,6.047773838043212891e+00
4.150000000000000000e+02,6.041370391845703125e+00
4.160000000000000000e+02,6.035006523132324219e+00
4.170000000000000000e+02,6.028684139251708984e+00
4.180000000000000000e+02,6.022399425506591797e+00
4.190000000000000000e+02,6.016154289245605469e+00
4.200000000000000000e+02,6.009945869445800781e+00
4.210000000000000000e+02,6.003774166107177734e+00
4.220000000000000000e+02,5.997639179229736328e+00
4.230000000000000000e+02,5.991539478302001953e+00
4.240000000000000000e+02,5.985474586486816406e+00
4.250000000000000000e+02,5.979443073272705078e+00
4.260000000000000000e+02,5.973445892333984375e+00
4.270000000000000000e+02,5.967481136322021484e+00
4.280000000000000000e+02,5.961549282073974609e+00
4.290000000000000000e+02,5.955649375915527344e+00
4.300000000000000000e+02,5.949779510498046875e+00
4.310000000000000000e+02,5.943941593170166016e+00
4.320000000000000000e+02,5.938133239746093750e+00
4.330000000000000000e+02,5.932354927062988281e+00
4.340000000000000000e+02,5.926604747772216797e+00
4.350000000000000000e+02,5.920884609222412109e+00
4.360000000000000000e+02,5.915190696716308594e+00
4.370000000000000000e+02,5.909526348114013672e+00
4.380000000000000000e+02,5.903887748718261719e+00
4.390000000000000000e+02,5.898277282714843750e+00
4.400000000000000000e+02,5.892692565917968750e+00
4.410000000000000000e+02,5.887133121490478516e+00
4.420000000000000000e+02,5.881599903106689453e+00
4.430000000000000000e+02,5.876091480255126953e+00
4.440000000000000000e+02,5.870608329772949219e+00
4.450000000000000000e+02,5.865149021148681641e+00
4.460000000000000000e+02,5.859714031219482422e+00
4.470000000000000000e+02,5.854302883148193359e+00
4.480000000000000000e+02,5.848914146423339844e+00
4.490000000000000000e+02,5.843548297882080078e+00
4.500000000000000000e+02,5.838206291198730469e+00
4.510000000000000000e+02,5.832886219024658203e+00
4.520000000000000000e+02,5.827588558197021484e+00
4.530000000000000000e+02,5.822310447692871094e+00
4.540000000000000000e+02,5.817056655883789062e+00
4.550000000000000000e+02,5.811821460723876953e+00
4.560000000000000000e+02,5.806609153747558594e+00
4.570000000000000000e+02,5.801415443420410156e+00
4.580000000000000000e+02,5.796243667602539062e+00
4.590000000000000000e+02,5.791091442108154297e+00
4.600000000000000000e+02,5.785958766937255859e+00
4.610000000000000000e+02,5.780846595764160156e+00
4.620000000000000000e+02,5.775752067565917969e+00
4.630000000000000000e+02,5.770678043365478516e+00
4.640000000000000000e+02,5.765622615814208984e+00
4.650000000000000000e+02,5.760585308074951172e+00
4.660000000000000000e+02,5.755566596984863281e+00
4.670000000000000000e+02,5.750566959381103516e+00
4.680000000000000000e+02,5.745584011077880859e+00
4.690000000000000000e+02,5.740620136260986328e+00
4.700000000000000000e+02,5.735673427581787109e+00
4.710000000000000000e+02,5.730744361877441406e+00
4.720000000000000000e+02,5.725832462310791016e+00
4.730000000000000000e+02,5.720938205718994141e+00
4.740000000000000000e+02,5.716060638427734375e+00
4.750000000000000000e+02,5.711199760437011719e+00
4.760000000000000000e+02,5.706356048583984375e+00
4.770000000000000000e+02,5.701528072357177734e+00
4.780000000000000000e+02,5.696717739105224609e+00
4.790000000000000000e+02,5.691921710968017578e+00
4.800000000000000000e+02,5.687142372131347656e+00
4.810000000000000000e+02,5.682379245758056641e+00
4.820000000000000000e+02,5.677631855010986328e+00
4.830000000000000000e+02,5.672900199890136719e+00
4.840000000000000000e+02,5.668184280395507812e+00
4.850000000000000000e+02,5.663483619689941406e+00
4.860000000000000000e+02,5.658797740936279297e+00
4.870000000000000000e+02,5.654127597808837891e+00
4.880000000000000000e+02,5.649472236633300781e+00
4.890000000000000000e+02,5.644832611083984375e+00
4.900000000000000000e+02,5.640207767486572266e+00
4.910000000000000000e+02,5.635596275329589844e+00
4.920000000000000000e+02,5.631000995635986328e+00
4.930000000000000000e+02,5.626420021057128906e+00
4.940000000000000000e+02,5.621852397918701172e+00
4.950000000000000000e+02,5.617299556732177734e+00
4.960000000000000000e+02,5.612761497497558594e+00
4.970000000000000000e+02,5.608237266540527344e+00
4.980000000000000000e+02,5.603726863861083984e+00
4.990000000000000000e+02,5.599231243133544922e+00
5.000000000000000000e+02,5.594749927520751953e+00
5.010000000000000000e+02,5.590280532836914062e+00
5.020000000000000000e+02,5.585826396942138672e+00
5.030000000000000000e+02,5.581385612487792969e+00
5.040000000000000000e+02,5.576958179473876953e+00
5.050000000000000000e+02,5.572544574737548828e+00
5.060000000000000000e+02,5.568144798278808594e+00
5.070000000000000000e+02,5.563758850097656250e+00
5.080000000000000000e+02,5.559384822845458984e+00
5.090000000000000000e+02,5.555025577545166016e+00
5.100000000000000000e+02,5.550679206848144531e+00
5.110000000000000000e+02,5.546345233917236328e+00
5.120000000000000000e+02,5.542025566101074219e+00
5.130000000000000000e+02,5.537716865539550781e+00
5.140000000000000000e+02,5.533423423767089844e+00
5.150000000000000000e+02,5.529140949249267578e+00
5.160000000000000000e+02,5.524873256683349609e+00
5.170000000000000000e+02,5.520617485046386719e+00
5.180000000000000000e+02,5.516374588012695312e+00
5.190000000000000000e+02,5.512145042419433594e+00
5.200000000000000000e+02,5.507926464080810547e+00
5.210000000000000000e+02,5.503722667694091797e+00
5.220000000000000000e+02,5.499530315399169922e+00
5.230000000000000000e+02,5.495350837707519531e+00
5.240000000000000000e+02,5.491183280944824219e+00
5.250000000000000000e+02,5.487028598785400391e+00
5.260000000000000000e+02,5.482885837554931641e+00
5.270000000000000000e+02,5.478756427764892578e+00
5.280000000000000000e+02,5.474638938903808594e+00
5.290000000000000000e+02,5.470533370971679688e+00
5.300000000000000000e+02,5.466441631317138672e+00
5.310000000000000000e+02,5.462359905242919922e+00
5.320000000000000000e+02,5.458292007446289062e+00
5.330000000000000000e+02,5.454234600067138672e+00
5.340000000000000000e+02,5.450191020965576172e+00
5.350000000000000000e+02,5.446159362792968750e+00
5.360000000000000000e+02,5.442139148712158203e+00
5.370000000000000000e+02,5.438131332397460938e+00
5.380000000000000000e+02,5.434134483337402344e+00
5.390000000000000000e+02,5.430150508880615234e+00
5.400000000000000000e+02,5.426178455352783203e+00
5.410000000000000000e+02,5.422218799591064453e+00
5.420000000000000000e+02,5.418270111083984375e+00
5.430000000000000000e+02,5.414333343505859375e+00
5.440000000000000000e+02,5.410408496856689453e+00
5.450000000000000000e+02,5.406496047973632812e+00
5.460000000000000000e+02,5.402594566345214844e+00
5.470000000000000000e+02,5.398705482482910156e+00
5.480000000000000000e+02,5.394826889038085938e+00
5.490000000000000000e+02,5.390961170196533203e+00
5.500000000000000000e+02,5.387105941772460938e+00
5.510000000000000000e+02,5.383263587951660156e+00
5.520000000000000000e+02,5.379432201385498047e+00
5.530000000000000000e+02,5.375611782073974609e+00
5.540000000000000000e+02,5.371803760528564453e+00
5.550000000000000000e+02,5.368007659912109375e+00
5.560000000000000000e+02,5.364223003387451172e+00
5.570000000000000000e+02,5.360448837280273438e+00
5.580000000000000000e+02,5.356686592102050781e+00
5.590000000000000000e+02,5.352935791015625000e+00
5.600000000000000000e+02,5.349196434020996094e+00
5.610000000000000000e+02,5.345468521118164062e+00
5.620000000000000000e+02,5.341751575469970703e+00
5.630000000000000000e+02,5.338046550750732422e+00
5.640000000000000000e+02,5.334351539611816406e+00
5.650000000000000000e+02,5.330668926239013672e+00
5.660000000000000000e+02,5.326997756958007812e+00
5.670000000000000000e+02,5.323337554931640625e+00
5.680000000000000000e+02,5.319689273834228516e+00
5.690000000000000000e+02,5.316050529479980469e+00
5.700000000000000000e+02,5.312424182891845703e+00
5.710000000000000000e+02,5.308807849884033203e+00
5.720000000000000000e+02,5.305203437805175781e+00
5.730000000000000000e+02,5.301609992980957031e+00
5.740000000000000000e+02,5.298028469085693359e+00
5.750000000000000000e+02,5.294456958770751953e+00
5.760000000000000000e+02,5.290896415710449219e+00
5.770000000000000000e+02,5.287348270416259766e+00
5.780000000000000000e+02,5.283809185028076172e+00
5.790000000000000000e+02,5.280282974243164062e+00
5.800000000000000000e+02,5.276767253875732422e+00
5.810000000000000000e+02,5.273261547088623047e+00
5.820000000000000000e+02,5.269767761230468750e+00
